PLAYER,TEAM,POS,CUSH,SEP,TAY,TAY%,REC,TAR,CTCH%,YDS,TD,YAC,xYAC,+/-,Season,Week
Hunter Henry,LAC,TE,6.3,3.7,15,14.89,2,5,40,13,1,1.7,1.9,-0.2,2016,14
Larry Fitzgerald,ARI,WR,6.5,2.5,7.7,30.48,3,9,33.33,12,0,4.6,5.5,-1,2016,14
Seth Roberts,OAK,WR,3.6,1.1,11.7,30.79,2,9,22.22,12,0,5,2.9,2.1,2016,14
Dez Bryant,DAL,WR,3.6,2,17.6,46.87,1,9,11.11,10,0,2.5,13.4,-10.9,2016,14
Chris Harper,SF,WR,3.4,2.5,8.8,21.68,1,5,20,8,0,2.9,5.7,-2.8,2016,14
Jermaine Kearse,SEA,WR,4.3,2,17.3,24.89,1,6,16.67,7,0,-0.5,0.4,-0.9,2016,14
Brandin Cooks,NO,WR,8.4,3,14,31.39,7,8,87.5,186,2,11.8,6.1,5.7,2016,15
Tyler Lockett,SEA,WR,8.4,4.4,10.8,35.67,7,8,87.5,130,1,6.9,6.9,0,2016,15
Jordy Nelson,GB,WR,8.3,2,20.3,48.85,7,10,70,124,0,2.7,4,-1.3,2016,15
Golden Tate,DET,WR,4.4,2.4,12.7,44.14,8,13,61.54,122,0,5.2,6.3,-1.1,2016,15
DeSean Jackson,WAS,WR,8.3,4.3,10.5,32.19,7,10,70,111,0,3.7,3,0.8,2016,15
Aldrick Robinson,ATL,WR,3.2,2.7,15,26.36,4,5,80,111,0,14.1,5.6,8.5,2016,15
Deonte Thompson,CHI,WR,7,2.3,14.6,29.87,8,10,80,110,0,0.9,1.1,-0.2,2016,15
Rishard Matthews,TEN,WR,7.4,3,13.2,57.16,4,10,40,105,0,14.9,13.6,1.3,2016,15
Cameron Meredith,CHI,WR,5.1,2.7,7.3,19.32,9,13,69.23,104,0,5.6,4.1,1.4,2016,15
Kyle Rudolph,MIN,TE,4.8,3,8.4,31.77,8,10,80,97,0,3.5,4,-0.6,2016,15
Brandon LaFell,CIN,WR,7.7,3,12.3,67.32,7,9,77.78,91,0,2.6,3,-0.4,2016,15
Demaryius Thomas,DEN,WR,3.6,1.9,14.2,38.53,7,11,63.64,91,0,3.4,2.3,1,2016,15
Alshon Jeffery,CHI,WR,4.5,1.7,16.1,29.61,6,9,66.67,89,1,2.5,2.8,-0.3,2016,15
DeAndre Hopkins,HOU,WR,4.3,2,13,47.18,8,17,47.06,87,0,0.5,1.7,-1.3,2016,15
Greg Olsen,CAR,TE,7,4.2,10.1,24,6,9,66.67,85,0,5,7.1,-2.1,2016,15
Ryan Griffin,HOU,TE,6.1,3.5,7.7,13.09,8,8,100,85,0,3,4.4,-1.4,2016,15
Jared Cook,GB,TE,4.2,3,10.5,20.14,6,8,75,85,0,4.2,5.6,-1.3,2016,15
Dez Bryant,DAL,WR,5.6,2.4,9.5,39.57,8,10,80,82,0,2.2,2.6,-0.4,2016,15
Jeremy Maclin,KC,WR,5,2.1,11.4,41.08,6,8,75,82,0,2.4,1.7,0.8,2016,15
John Brown,ARI,WR,7.1,2.9,17.2,23.89,5,6,83.33,81,1,2.6,3.8,-1.3,2016,15
Zach Ertz,PHI,TE,4.9,3.7,11.2,36.55,6,8,75,80,0,3.3,3.9,-0.5,2016,15
Robby Anderson,NYJ,WR,4.1,2.1,16.5,24.33,4,6,66.67,80,1,6.3,5.9,0.5,2016,15
Pierre Garcon,WAS,WR,5.9,3.3,10.4,34.78,7,11,63.64,78,0,3.8,4.4,-0.6,2016,15
Willie Snead,NO,WR,7.2,2.3,9.8,30.14,8,11,72.73,76,0,2.4,2.4,0,2016,15
Julian Edelman,NE,WR,5.5,2.3,6.2,30.14,6,12,50,75,0,3.9,5,-1.1,2016,15
Eli Rogers,PIT,WR,4.4,4.1,12,16.98,5,6,83.33,75,1,2,4.8,-2.8,2016,15
Cameron Brate,TB,TE,5.3,1.8,11.4,18.77,5,8,62.5,73,1,2.1,2.6,-0.6,2016,15
Ladarius Green,PIT,TE,6.7,3.4,11.5,21.71,5,8,62.5,72,0,3.9,6.7,-2.8,2016,15
Charles Clay,BUF,TE,4.6,3.9,7.1,24.79,7,7,100,72,1,3.5,5.4,-1.8,2016,15
Dontrelle Inman,LAC,WR,7.7,3.3,13,32.95,5,8,62.5,68,0,4.4,4.3,0.1,2016,15
Quincy Enunwa,NYJ,WR,9.6,2,7.8,17.39,5,9,55.56,64,0,7.7,4.6,3.1,2016,15
Ted Ginn,CAR,WR,7.3,3.6,22.8,48.01,4,8,50,64,1,1.2,4.2,-3,2016,15
Odell Beckham,NYG,WR,6.3,2.2,9.4,37.77,6,8,75,64,1,2.5,1.9,0.6,2016,15
Michael Crabtree,OAK,WR,6.6,2.5,10.5,37.82,6,8,75,60,1,0.2,1.7,-1.5,2016,15
Taylor Gabriel,ATL,WR,5.7,2.5,20.5,43.22,3,6,50,60,1,11,4.4,6.6,2016,15
Mike Wallace,BAL,WR,5.1,2.7,13,26.59,2,5,40,60,0,20.7,8,12.7,2016,15
Mike Evans,TB,WR,6.5,2.5,20.7,34.09,4,8,50,59,0,1.7,2.7,-1,2016,15
Antonio Brown,PIT,WR,5.2,2.2,17.7,20.81,3,5,60,58,0,3.3,7.6,-4.3,2016,15
Larry Fitzgerald,ARI,WR,7.1,2.5,5.5,11.45,7,9,77.78,57,0,2.8,2.8,0,2016,15
Sterling Shepard,NYG,WR,5.3,3.6,6.2,15.6,4,5,80,56,1,9.5,8.4,1,2016,15
Delanie Walker,TEN,TE,4.6,3.4,9.1,27.5,6,7,85.71,55,0,2,3.4,-1.4,2016,15
Michael Thomas,NO,WR,6,1.3,8,22.31,7,10,70,52,1,1.5,0.9,0.6,2016,15
Jason Witten,DAL,TE,7.4,2.8,5.3,22.2,10,10,100,51,0,-0.2,1.8,-2,2016,15
Charles D. Johnson,MIN,WR,5.6,5.6,5.5,10.46,5,5,100,50,0,4.5,4.8,-0.3,2016,15
Kenny Britt,LAR,WR,2.9,2.1,16.2,31.99,4,8,50,50,0,1.5,3.6,-2,2016,15
Cordarrelle Patterson,MIN,WR,7,4,7,21.32,5,8,62.5,49,0,6.7,6.4,0.4,2016,15
Adam Humphries,TB,WR,4.9,1.5,19,19.58,2,5,40,49,1,0.3,0.5,-0.2,2016,15
Cole Beasley,DAL,WR,7.3,3.9,7.5,15.73,4,5,80,48,0,4.9,4.6,0.2,2016,15
Emmanuel Sanders,DEN,WR,4.1,3,15.3,22.74,3,6,50,48,0,3.9,7.2,-3.3,2016,15
Brian Quick,LAR,WR,5.2,4,12.3,15.11,3,5,60,46,0,4,4.3,-0.3,2016,15
T.Y. Hilton,IND,WR,4.4,2.1,15.3,45.91,3,7,42.86,45,0,0.6,2.4,-1.8,2016,15
Jermaine Gresham,ARI,TE,7.9,1.7,8,9.3,3,5,60,42,0,3.2,2.2,0.9,2016,15
Will Fuller,HOU,WR,5.5,2.4,13.4,22.88,4,8,50,42,0,5.6,6.3,-0.7,2016,15
Travis Kelce,KC,TE,5.1,2.5,10.1,22.88,3,5,60,41,0,7.9,10.4,-2.4,2016,15
Marvin Jones,DET,WR,2.1,0.8,18.7,25.11,3,5,60,41,0,0.4,2.3,-1.9,2016,15
Steve Smith,BAL,WR,6,1.9,19.3,55.2,2,7,28.57,40,1,3.4,4.4,-1,2016,15
J.J. Nelson,ARI,WR,6.2,3.7,15.3,39.03,5,11,45.45,38,1,3.8,4.7,-0.8,2016,15
Eric Ebron,DET,TE,10.7,5.7,7.5,14.06,4,7,57.14,36,0,1.8,4.6,-2.8,2016,15
Doug Baldwin,SEA,WR,5.7,2.9,15.4,37.87,5,6,83.33,35,1,0.3,0.8,-0.5,2016,15
A.J. Derby,DEN,TE,4.5,3.1,6.7,9.89,4,6,66.67,35,0,3.3,3.3,0,2016,15
Jeremy Kerley,SF,WR,8.8,3.9,3.1,11.23,5,8,62.5,28,0,3.7,6.6,-2.8,2016,15
Jordan Matthews,PHI,WR,6.1,2.8,4.9,21.98,6,11,54.55,27,0,3.5,4.9,-1.4,2016,15
Bryan Walters,JAX,WR,4.9,1.4,10.2,18.6,2,5,40,26,0,0.1,0.3,-0.2,2016,15
Davante Adams,GB,WR,4.1,2.7,15.9,22.93,2,6,33.33,25,0,11.3,5.8,5.6,2016,15
Jamison Crowder,WAS,WR,9.1,5.8,1.6,2.48,4,5,80,24,0,3.2,5.6,-2.4,2016,15
Chester Rogers,IND,WR,6.2,1.8,5.8,12.56,3,5,60,24,0,3.1,6.6,-3.5,2016,15
Vernon Davis,WAS,TE,7.7,2.5,7.6,20.79,4,9,44.44,23,0,2.2,4.5,-2.2,2016,15
Garrett Celek,SF,TE,6.5,1.3,7.9,21.35,2,6,33.33,22,1,2.2,2.7,-0.5,2016,15
Tyrell Williams,LAC,WR,6.8,3.5,11.7,33.32,4,9,44.44,20,0,4.9,6.5,-1.7,2016,15
Terrelle Pryor,CLE,WR,6.1,4,10.2,31.09,4,8,50,19,0,3,5.7,-2.7,2016,15
Brandon Marshall,NYJ,WR,4.2,1.9,19.1,51.65,1,11,9.09,16,0,-0.4,2,-2.4,2016,15
Allen Robinson,JAX,WR,3.4,1.8,17.5,50.83,2,8,25,15,0,-0.7,0.2,-0.9,2016,15
Tavon Austin,LAR,WR,8.4,3.6,7.9,9.69,3,5,60,14,0,2.1,2.8,-0.7,2016,15
Stefon Diggs,MIN,WR,5.6,1.5,11.9,22.6,2,5,40,13,0,4,3.8,0.2,2016,15
Trey Burton,PHI,TE,4.4,2.2,10.6,26,2,6,33.33,2,0,1.2,2.7,-1.5,2016,15
Adam Thielen,MIN,WR,4.3,3.4,11.1,41.82,12,15,80,202,2,6.2,7.1,-0.9,2016,16
Doug Baldwin,SEA,WR,6.7,2.6,12.6,49.02,13,19,68.42,171,1,4.9,5.8,-0.9,2016,16
Travis Kelce,KC,TE,4.6,3.9,2.3,15.84,11,12,91.67,160,1,12.5,7.2,5.2,2016,16
Sammy Watkins,BUF,WR,6.3,3.4,22.6,48.24,7,10,70,154,1,1.5,5.2,-3.7,2016,16
Jordy Nelson,GB,WR,5.1,3.8,12.8,34.97,9,11,81.82,154,2,5.7,3.6,2.1,2016,16
Odell Beckham,NYG,WR,4.4,2.9,12.2,41.77,11,20,55,150,0,5.6,4.5,1,2016,16
Allen Robinson,JAX,WR,5.6,2.3,15.9,53.24,9,12,75,147,0,4.5,4.5,-0.1,2016,16
Cameron Meredith,CHI,WR,4.9,2.9,11.1,28.55,9,12,75,135,1,4.6,4.3,0.3,2016,16
J.J. Nelson,ARI,WR,2.4,2.3,21.6,41.67,3,7,42.86,132,1,21.9,11.2,10.7,2016,16
Brandon LaFell,CIN,WR,6.5,2.4,8.4,29.48,6,10,60,130,1,16.6,6.2,10.4,2016,16
DeSean Jackson,WAS,WR,7.2,4.5,21.5,44.31,5,7,71.43,114,0,10.7,4.9,5.9,2016,16
T.Y. Hilton,IND,WR,6.2,2.8,15.3,49.02,4,9,44.44,105,0,8.8,6.3,2.5,2016,16
Brandin Cooks,NO,WR,7.5,2.6,17.3,52.83,5,9,55.56,98,0,2,3.2,-1.2,2016,16
Michael Thomas,NO,WR,6.2,2.4,6.5,17.65,6,8,75,98,0,8.8,4.1,4.7,2016,16
Mike Evans,TB,WR,5.8,2.5,14.2,32.29,7,8,87.5,97,1,2.1,3.7,-1.6,2016,16
Antonio Brown,PIT,WR,7.1,4.4,5.1,25.46,10,11,90.91,96,1,6.2,6,0.3,2016,16
Antonio Gates,LAC,TE,5.6,4.8,9.6,27.9,8,13,61.54,94,1,3.6,3.9,-0.4,2016,16
Pierre Garcon,WAS,WR,5.4,2.8,16,23.53,4,5,80,94,0,7.3,7.4,-0.1,2016,16
Eric Ebron,DET,TE,5.5,2.2,6.5,21.34,8,12,66.67,93,0,5.2,3.7,1.5,2016,16
Alshon Jeffery,CHI,WR,2.9,2.5,14.9,31.86,5,10,50,92,0,3,4.1,-1.1,2016,16
Michael Crabtree,OAK,WR,5.5,3.1,11.1,34.28,7,10,70,90,0,5.2,4.9,0.3,2016,16
Julian Edelman,NE,WR,6.5,2.7,14.7,33.94,5,8,62.5,89,0,3,3.5,-0.6,2016,16
Charles Clay,BUF,TE,6.5,2.2,11.3,24.14,8,10,80,85,2,3.1,3,0.1,2016,16
DeVante Parker,MIA,WR,5.4,2.6,8.4,26.56,4,7,57.14,85,1,14.9,5.7,9.2,2016,16
Victor Cruz,NYG,WR,7.2,3,9.7,21.74,8,13,61.54,84,0,1.9,3.3,-1.5,2016,16
Eli Rogers,PIT,WR,6.3,3,10.3,23.31,4,5,80,84,0,9.5,13.3,-3.8,2016,16
Steve Smith,BAL,WR,5.5,3.8,6.6,15.37,7,7,100,79,1,5,3.2,1.8,2016,16
Amari Cooper,OAK,WR,3.1,1.4,8.3,18.03,5,7,71.43,76,0,4.8,6.9,-2.1,2016,16
Dennis Pitta,BAL,TE,5.5,3.7,9.6,34.88,8,11,72.73,75,0,3.8,4.4,-0.6,2016,16
Dez Bryant,DAL,WR,5.1,1.5,21.5,48.94,4,5,80,70,2,1.4,1.3,0,2016,16
Geronimo Allison,GB,WR,5.1,5,12.1,21.04,4,7,57.14,66,0,6.2,6.6,-0.4,2016,16
Tyrell Williams,LAC,WR,3.8,1.5,12.6,25.31,4,9,44.44,64,1,7.1,6.5,0.7,2016,16
Rod Streater,SF,WR,7.9,2.2,8.3,28.28,6,7,85.71,63,1,1.8,3.2,-1.4,2016,16
Kelvin Benjamin,CAR,WR,6,1,15.8,22.22,4,8,50,63,1,3.7,3,0.7,2016,16
Jeremy Kerley,SF,WR,7.5,4.5,9.1,35.78,5,8,62.5,62,0,5.2,5.4,-0.2,2016,16
Russell Shepard,TB,WR,5.2,2.2,14,19.79,3,5,60,61,0,4.2,4.2,-0.1,2016,16
Sterling Shepard,NYG,WR,5.1,3.6,9.7,18.21,7,11,63.64,61,1,3.6,4.7,-1.1,2016,16
Julio Jones,ATL,WR,6.4,1.7,16.5,42.37,4,7,57.14,60,0,0.6,2.1,-1.5,2016,16
Greg Olsen,CAR,TE,5.2,2.8,11,23.25,6,12,50,59,0,3.7,3.9,-0.1,2016,16
Golden Tate,DET,WR,5.2,3,5.7,9.35,6,6,100,58,0,4,4.6,-0.7,2016,16
Kyle Rudolph,MIN,TE,6.2,3.8,7.5,16.94,6,9,66.67,53,0,3.6,4.3,-0.8,2016,16
Jesse James,PIT,TE,4.4,4.1,9.8,22.12,4,5,80,49,0,2.3,3.8,-1.5,2016,16
Harry Douglas,TEN,WR,6.6,4.4,10,12.63,5,6,83.33,48,0,1.2,1.1,0.1,2016,16
Tajae Sharpe,TEN,WR,4.7,1.4,20,33.6,3,8,37.5,48,0,0.1,0.3,-0.2,2016,16
Nelson Agholor,PHI,WR,3.1,3,19.7,36.16,2,5,40,47,1,1.3,1.7,-0.3,2016,16
Jack Doyle,IND,TE,7,4.2,5.5,13.73,5,7,71.43,46,0,5.1,5.4,-0.3,2016,16
Bryan Walters,JAX,WR,5,3.4,4.2,7.1,5,6,83.33,45,0,4.5,6.6,-2.1,2016,16
Dontrelle Inman,LAC,WR,6.3,2.3,14.5,32.34,3,10,30,44,0,1.2,2.2,-1,2016,16
Davante Adams,GB,WR,5.8,3.4,10.5,18.2,4,7,57.14,44,1,3.6,4.8,-1.2,2016,16
Robert Woods,BUF,WR,7.9,3.4,5.3,6.79,3,6,50,43,0,8.4,12.1,-3.8,2016,16
DeAndre Hopkins,HOU,WR,5.6,2.2,9.4,28.02,3,6,50,43,0,5.9,2.4,3.5,2016,16
C.J. Fiedorowicz,HOU,TE,7.2,2.4,6.8,23.37,4,7,57.14,42,0,3.5,4.7,-1.2,2016,16
Paul Richardson,SEA,WR,6.7,3.8,12.2,12.45,4,5,80,42,1,2.9,1.6,1.3,2016,16
Cody Core,CIN,WR,7,3.1,8.6,42.19,8,14,57.14,39,0,2.4,2.9,-0.5,2016,16
Will Fuller,HOU,WR,4.8,3,9.4,27.88,3,6,50,39,0,3.1,0.4,2.7,2016,16
Garrett Celek,SF,TE,4,1.9,7.9,27.14,4,7,57.14,39,0,4.9,4.1,0.8,2016,16
Marqise Lee,JAX,WR,6.1,0.8,17.4,34.01,3,7,42.86,37,1,1,0.9,0.1,2016,16
Jermaine Kearse,SEA,WR,4.5,2.4,11,20.26,4,9,44.44,37,1,2,2.9,-0.9,2016,16
Jared Cook,GB,TE,3.9,2.4,14.2,17.55,3,5,60,37,0,4.7,6.1,-1.3,2016,16
Demetrius Harris,KC,TE,3.9,1.6,7.4,38.66,6,9,66.67,37,1,2.3,3,-0.7,2016,16
Terrelle Pryor,CLE,WR,5.2,1.4,17.6,37.79,3,5,60,36,0,3,4.2,-1.2,2016,16
Kenny Stills,MIA,WR,8.3,2.6,11,39.61,3,8,37.5,35,1,--,0.5,-0.5,2016,16
Andre Holmes,OAK,WR,7,2.4,14.5,22.44,3,5,60,33,1,0.4,1.2,-0.8,2016,16
Anquan Boldin,DET,WR,4.3,3.1,4.2,8.13,5,7,71.43,33,0,3.9,4.4,-0.5,2016,16
Breshad Perriman,BAL,WR,7.9,2.6,15.3,25.29,3,5,60,32,0,-0.1,1.1,-1.2,2016,16
Jeff Heuerman,DEN,TE,4.7,3.5,5.7,9.4,3,6,50,32,0,6,4.9,1.1,2016,16
Rishard Matthews,TEN,WR,5.6,2,12.2,23.15,3,9,33.33,31,1,5.8,4.3,1.5,2016,16
Jarvis Landry,MIA,WR,8.2,3.2,5.5,14.88,3,6,50,29,0,10.6,7.5,3.1,2016,16
Ted Ginn,CAR,WR,5.4,2.4,7.9,12.47,3,9,33.33,29,0,1.2,2,-0.9,2016,16
Stefon Diggs,MIN,WR,3.9,2.1,6.2,9.37,4,6,66.67,29,1,0.8,1.6,-0.8,2016,16
Malcolm Mitchell,NE,WR,3.7,1.2,11.6,16.77,3,5,60,29,0,0.6,1.2,-0.5,2016,16
C.J. Uzomah,CIN,TE,8,2.9,5.3,11.1,5,6,83.33,28,0,1.5,3.2,-1.7,2016,16
Cole Beasley,DAL,WR,7.5,4.7,1.6,3.56,4,5,80,25,0,5.6,5.9,-0.3,2016,16
Will Tye,NYG,TE,7.5,4.2,10,13.69,5,8,62.5,23,0,1.7,4,-2.3,2016,16
Chris Hogan,NE,WR,4.6,1.2,11.9,17.24,1,5,20,22,0,2.6,3,-0.4,2016,16
Willie Snead,NO,WR,8,2.5,7.2,12.12,2,5,40,21,0,3.8,6.9,-3.1,2016,16
Mike Wallace,BAL,WR,7.7,2.8,4.9,11.49,4,7,57.14,21,0,3.3,4.2,-1,2016,16
Brandon Myers,TB,TE,4.6,1.8,12.3,20.99,2,6,33.33,21,0,1.5,0.9,0.6,2016,16
Demaryius Thomas,DEN,WR,4.9,2,11.1,24.4,3,8,37.5,20,0,1.4,1.7,-0.3,2016,16
Marvin Jones,DET,WR,3.3,1.6,18.2,34.89,1,7,14.29,16,0,1.7,0.3,1.4,2016,16
Corey Coleman,CLE,WR,4.4,2.7,15.6,33.45,2,5,40,15,0,2.1,2.8,-0.7,2016,16
Tavon Austin,LAR,WR,4.5,2.6,4.8,28.05,2,7,28.57,14,0,-0.1,1.6,-1.7,2016,16
Jordan Matthews,PHI,WR,3.1,1.7,16.6,36.72,2,6,33.33,12,0,2.1,3.2,-1.1,2016,16
T.J. Jones,DET,WR,3.3,2.5,13.7,22.55,1,6,16.67,9,0,4.9,7.4,-2.5,2016,16
Tyreek Hill,KC,WR,5.7,2.1,10.3,29.8,0,5,--,,0,--,--,--,2016,16
Gary Barnidge,CLE,TE,5.7,3.9,3.4,8.8,5,6,83.33,42,0,5.1,7.2,-2.2,2016,16
Quincy Enunwa,NYJ,WR,6.1,1.4,11.4,15.64,1,5,20,30,0,6.6,23.9,-17.3,2016,16
Delanie Walker,TEN,TE,5.9,1.7,13.3,22.3,3,8,37.5,23,1,0.5,0.9,-0.4,2016,16
Marquise Goodwin,BUF,WR,8.3,2.6,23.3,24.88,1,5,20,16,0,-1.1,4.6,-5.7,2016,16
Devin Funchess,CAR,WR,6,1.4,24.7,21.66,1,5,20,9,0,2.5,1.2,1.2,2016,16
Michael Thomas,NO,WR,3.5,1.6,11.4,39.42,10,14,71.43,156,1,4.3,3.1,1.1,2016,17
Julian Edelman,NE,WR,6.3,2.9,9.8,63.26,8,13,61.54,151,1,14.4,7.6,6.8,2016,17
Zach Ertz,PHI,TE,5.3,3.4,7.1,33.89,13,16,81.25,139,2,5.6,4.9,0.7,2016,17
DeAndre Hopkins,HOU,WR,4.7,3.2,10.7,32.04,7,11,63.64,123,0,10.4,5.9,4.5,2016,17
Kyle Rudolph,MIN,TE,6.6,2.5,6,41.3,11,15,73.33,117,1,4.9,4.8,0.1,2016,17
Rishard Matthews,TEN,WR,6.2,2.3,11.4,73.03,9,13,69.23,114,1,1.8,3.6,-1.8,2016,17
Pierre Garcon,WAS,WR,5.8,2.7,15.2,25.64,4,7,57.14,96,0,12.3,7.5,4.8,2016,17
Julio Jones,ATL,WR,5.5,2.6,12.2,39.03,7,9,77.78,96,1,4.7,5.5,-0.8,2016,17
T.Y. Hilton,IND,WR,5.2,2.2,12.9,37.1,6,12,50,95,0,2.7,3.7,-1,2016,17
Terrelle Pryor,CLE,WR,7.8,3.3,12.2,50.89,7,11,63.64,94,0,5.9,6.6,-0.6,2016,17
Adam Humphries,TB,WR,6.2,4.7,2.2,9.93,10,13,76.92,94,0,7.5,7.5,0,2016,17
Kelvin Benjamin,CAR,WR,6.1,1.2,10.6,22.65,6,7,85.71,93,1,5.2,3.8,1.4,2016,17
Geronimo Allison,GB,WR,6,2.3,22.4,43,4,6,66.67,91,1,3.9,5.9,-2,2016,17
Dennis Pitta,BAL,TE,4.3,3.2,6.3,31.29,11,16,68.75,91,0,4.2,5,-0.8,2016,17
Marqise Lee,JAX,WR,6.6,4,11.3,29.92,6,9,66.67,86,0,7.3,6.8,0.4,2016,17
Bryan Walters,JAX,WR,7.5,4.6,6.3,16.57,8,9,88.89,84,0,5.1,5.7,-0.6,2016,17
Allen Robinson,JAX,WR,4.9,2.1,14.3,50.33,5,12,41.67,82,0,7.4,5.8,1.6,2016,17
Cody Core,CIN,WR,4.7,4.8,7.8,20.4,4,5,80,82,0,15.2,12.2,2.9,2016,17
Quincy Enunwa,NYJ,WR,7.7,3.7,9.7,26.34,5,8,62.5,81,0,7.1,7.7,-0.6,2016,17
Golden Tate,DET,WR,3.8,3,10.8,24.51,6,10,60,77,1,6.4,6.5,-0.1,2016,17
Jarvis Landry,MIA,WR,5.5,3.1,4.9,23.15,9,12,75,76,1,3.1,2.5,0.6,2016,17
Marvin Jones,DET,WR,3,2.6,16.2,33.02,5,9,55.56,76,0,1.6,2.4,-0.8,2016,17
J.J. Nelson,ARI,WR,7.2,2.8,15.5,38.83,4,12,33.33,75,0,5.2,2.6,2.6,2016,17
Chester Rogers,IND,WR,5.8,2.3,18.4,30.99,4,7,57.14,72,0,-0.4,1,-1.5,2016,17
Tyrell Williams,LAC,WR,6.7,3.2,7.5,20.43,6,7,85.71,70,0,8.9,10.4,-1.5,2016,17
Ted Ginn,CAR,WR,8.6,2.5,7.2,15.28,4,7,57.14,69,0,10.1,9.4,0.7,2016,17
Brandon LaFell,CIN,WR,4.7,3.1,6.4,36.85,7,11,63.64,67,0,4.7,5.3,-0.6,2016,17
Jordy Nelson,GB,WR,6.8,4.4,5.5,10.65,6,6,100,66,0,5.5,5.5,0,2016,17
Mike Evans,TB,WR,5.6,2,13.5,52.03,5,11,45.45,65,1,0.9,1.3,-0.4,2016,17
Jimmy Graham,SEA,TE,5.8,2.4,13.3,24.13,4,7,57.14,64,0,2.7,3.6,-0.9,2016,17
Breshad Perriman,BAL,WR,6.6,2.2,14.1,34.81,4,8,50,62,0,11.3,7.5,3.8,2016,17
Jeremy Kerley,SF,WR,7,4.3,7.7,42.23,6,8,75,61,0,4.6,6.9,-2.3,2016,17
Eli Rogers,PIT,WR,6.5,2.5,8.9,12.47,6,6,100,61,0,1.3,2.7,-1.4,2016,17
Eric Ebron,DET,TE,6.3,2.8,5.6,7.59,6,6,100,61,0,4.6,5.2,-0.6,2016,17
Cameron Meredith,CHI,WR,4.3,1.4,12,37.68,4,6,66.67,61,0,2.5,2.5,0,2016,17
Anquan Boldin,DET,WR,3.6,1.7,11.7,15.81,4,6,66.67,57,1,3,2.7,0.3,2016,17
Jared Cook,GB,TE,6.1,2.6,12.5,32.03,4,8,50,56,0,4.8,5.9,-1.1,2016,17
Antonio Gates,LAC,TE,6.6,4.6,7.8,24.16,5,8,62.5,55,1,7.2,6.5,0.7,2016,17
Chris Conley,KC,WR,6.3,2.2,11.7,35.89,4,5,80,55,0,0.2,0.2,0,2016,17
Jeremy Maclin,KC,WR,2.4,2.1,8,24.5,4,5,80,53,0,4,4.4,-0.4,2016,17
Dontrelle Inman,LAC,WR,6.5,2.9,11.1,21.52,4,5,80,51,0,2.2,2.4,-0.2,2016,17
Demaryius Thomas,DEN,WR,5.4,1.8,13.8,28.38,4,6,66.67,47,0,4.7,2.2,2.5,2016,17
Michael Crabtree,OAK,WR,5.4,2.2,12.1,38.34,5,8,62.5,47,0,1.4,1.9,-0.6,2016,17
Will Tye,NYG,TE,3,2.8,3,9.26,4,5,80,47,0,8.8,6.1,2.7,2016,17
Tyreek Hill,KC,WR,7.4,3.5,5,21.52,5,7,71.43,46,0,3.5,4.3,-0.8,2016,17
DeVante Parker,MIA,WR,5.7,2.8,5,11.77,5,6,83.33,45,0,3.4,4.4,-1.1,2016,17
Jermaine Kearse,SEA,WR,7.3,2.2,17.4,31.54,2,7,28.57,44,0,2.1,8,-5.8,2016,17
DeMarcus Ayers,PIT,WR,5.4,2.7,11.2,31.45,5,12,41.67,44,1,5.6,5.6,0,2016,17
Odell Beckham,NYG,WR,2.9,4.1,7.5,32.32,5,7,71.43,44,0,3.1,5,-1.9,2016,17
Larry Fitzgerald,ARI,WR,7.2,3.8,8.7,12.69,5,7,71.43,43,1,1.7,3.7,-1.9,2016,17
Robby Anderson,NYJ,WR,6.6,2.7,14.6,34.69,4,7,57.14,43,0,1.5,1.2,0.3,2016,17
Robert Woods,BUF,WR,5.9,1.5,12.7,20.15,4,5,80,43,0,0.5,1,-0.5,2016,17
Justin Hardy,ATL,WR,3.4,1.6,13.4,33.35,4,7,57.14,43,1,4.5,2.9,1.6,2016,17
Hunter Henry,LAC,TE,2.2,2.4,10.1,19.63,4,5,80,43,1,0.9,1.9,-1,2016,17
Kenny Stills,MIA,WR,5.1,3.1,11.3,31.04,4,7,57.14,41,1,1.6,2,-0.5,2016,17
Corey Coleman,CLE,WR,9,3,6.9,23.41,5,9,55.56,40,0,1.1,2.1,-0.9,2016,17
Gary Barnidge,CLE,TE,7,3.8,3.2,6,5,5,100,40,1,4.8,5.5,-0.6,2016,17
Paul Richardson,SEA,WR,6.4,3.3,5.7,10.27,4,7,57.14,40,0,6.1,6.8,-0.7,2016,17
Jordan Reed,WAS,TE,4.7,5.5,6.2,8.93,5,6,83.33,40,1,4.9,3.3,1.7,2016,17
Amari Cooper,OAK,WR,8.6,3.3,9.1,28.78,4,8,50,39,1,3.5,4.5,-1,2016,17
Trey Burton,PHI,TE,7.2,2.6,6.3,11.32,5,6,83.33,39,0,2.8,3.4,-0.6,2016,17
Coby Fleener,NO,TE,5,1.5,9.8,16.86,3,7,42.86,38,0,2,3.3,-1.4,2016,17
Pharoh Cooper,LAR,WR,9.9,3.8,2.6,13.28,4,6,66.67,36,0,7.6,4.7,3,2016,17
Delanie Walker,TEN,TE,6.7,2.8,4.7,18.46,5,8,62.5,35,0,1.8,2.1,-0.4,2016,17
DeSean Jackson,WAS,WR,8.4,2.7,28.7,34.53,2,5,40,34,0,1.8,1.8,0,2016,17
